userid,movie_name,year,rating,movie_id
5517,raiders of the lost ark,1981,5,raiders+of+the+lost+ark+1981
86035,escape to witch mountain,1975,3,escape+to+witch+mountain+1975
140082,earthquake,1974,3,earthquake+1974
34974,raiders of the lost ark,1981,5,raiders+of+the+lost+ark+1981
119158,the sheriff and the satellite kid,1979,3,the+sheriff+and+the+satellite+kid+1979
84923,howls moving castle,2004,4,howls+moving+castle+2004
121215,gilda,1946,5,gilda+1946
89111,up,2009,4,up+2009
99440,saint joan,1957,4,saint+joan+1957
121510,cool hand luke,1967,4,cool+hand+luke+1967
105022,raiders of the lost ark,1981,4,raiders+of+the+lost+ark+1981
10474,thor the dark world,2013,3,thor+the+dark+world+2013
75084,harry potter and the order of the phoenix,2007,5,harry+potter+and+the+order+of+the+phoenix+2007
52703,gattaca,1997,4,gattaca+1997
87544,71,2014,4,71+2014
112868,the godfather,1972,5,the+godfather+1972
26492,the lion king,1994,5,the+lion+king+1994
78725,whiplash,2014,5,whiplash+2014
125169,the lord of the rings the fellowship of the ring,2001,4,the+lord+of+the+rings+the+fellowship+of+the+ring+2001
41933,interstellar,2014,4,interstellar+2014
107536,one flew over the cuckoos nest,1975,4,one+flew+over+the+cuckoos+nest+1975
10046,our folks,1967,3,our+folks+1967
33572,black sea,2014,3,black+sea+2014
31858,interstellar,2014,4,interstellar+2014
43231,north country,2005,4,north+country+2005
127120,bob roberts,1992,4,bob+roberts+1992
112578,the glass house,1972,4,the+glass+house+1972
25180,raiders of the lost ark,1981,4,raiders+of+the+lost+ark+1981
3793,the godfather,1972,4,the+godfather+1972
27280,the matrix,1999,3,the+matrix+1999
135567,underworld,1927,4,underworld+1927
60401,one flew over the cuckoos nest,1975,4,one+flew+over+the+cuckoos+nest+1975
106984,tree without leaves,1986,5,tree+without+leaves+1986
55776,the shawshank redemption,1994,5,the+shawshank+redemption+1994
44335,alien,1979,4,alien+1979
100145,monsters_ inc.,2001,4,monsters_+inc.+2001
17348,the unbelievable truth,1989,5,the+unbelievable+truth+1989
110231,big hero 6,2014,5,big+hero+6+2014
123384,pulp fiction,1994,5,pulp+fiction+1994
86354,crac,1981,3,crac+1981
84930,whiplash,2014,4,whiplash+2014
11545,inception,2010,2,inception+2010
56290,the shawshank redemption,1994,4,the+shawshank+redemption+1994
27912,enron the smartest guys in the room,2005,5,enron+the+smartest+guys+in+the+room+2005
93641,star wars,1977,5,star+wars+1977
49897,up,2009,4,up+2009
96207,whiplash,2014,4,whiplash+2014
50073,whiplash,2014,4,whiplash+2014
121486,one flew over the cuckoos nest,1975,4,one+flew+over+the+cuckoos+nest+1975
100516,the twelve tasks of asterix,1976,5,the+twelve+tasks+of+asterix+1976
71971,pulp fiction,1994,5,pulp+fiction+1994
24607,will it snow for christmas,1996,4,will+it+snow+for+christmas+1996
35625,the hunger games mockingjay - part 1,2014,3,the+hunger+games+mockingjay+-+part+1+2014
46949,ponyo,2008,4,ponyo+2008
36565,mabels married life,1914,4,mabels+married+life+1914
47288,monty python and the holy grail,1975,4,monty+python+and+the+holy+grail+1975
55199,star wars,1977,3,star+wars+1977
14982,inception,2010,4,inception+2010
74593,the hard way,1991,3,the+hard+way+1991
104962,coraline,2009,4,coraline+2009
34951,monty python and the holy grail,1975,4,monty+python+and+the+holy+grail+1975
43134,the godfather,1972,4,the+godfather+1972
14040,i hate mondays,1971,3,i+hate+mondays+1971
2474,avatar,2009,4,avatar+2009
22562,spirited away,2001,3,spirited+away+2001
110009,one flew over the cuckoos nest,1975,5,one+flew+over+the+cuckoos+nest+1975
134834,star wars,1977,4,star+wars+1977
61813,the unknown soldier,1955,5,the+unknown+soldier+1955
109782,sacred heart,2005,3,sacred+heart+2005
55600,the lord of the rings the fellowship of the ring,2001,4,the+lord+of+the+rings+the+fellowship+of+the+ring+2001
105448,monty python and the holy grail,1975,4,monty+python+and+the+holy+grail+1975
136096,monty python and the holy grail,1975,5,monty+python+and+the+holy+grail+1975
116053,take a giant step,1959,3,take+a+giant+step+1959
31968,the presidents man a line in the sand,2002,4,the+presidents+man+a+line+in+the+sand+2002
72586,my neighbor totoro,1988,5,my+neighbor+totoro+1988
98433,inception,2010,5,inception+2010
92779,big hero 6,2014,4,big+hero+6+2014
3174,star wars,1977,4,star+wars+1977
119086,cloud 9,2008,3,cloud+9+2008
121241,spirited away,2001,5,spirited+away+2001
114183,nightcrawler,2014,4,nightcrawler+2014
146322,the lord of the rings the fellowship of the ring,2001,5,the+lord+of+the+rings+the+fellowship+of+the+ring+2001
92262,the godfather,1972,5,the+godfather+1972
124035,one flew over the cuckoos nest,1975,4,one+flew+over+the+cuckoos+nest+1975
70248,salt,2010,4,salt+2010
104966,the godfather,1972,4,the+godfather+1972
18590,the right stuff,1983,3,the+right+stuff+1983
116022,cyclo,1995,4,cyclo+1995
40035,the shawshank redemption,1994,4,the+shawshank+redemption+1994
27201,alfie,1966,3,alfie+1966
97890,iron man,2008,5,iron+man+2008
70523,interstellar,2014,5,interstellar+2014
73395,raiders of the lost ark,1981,4,raiders+of+the+lost+ark+1981
54579,predator,1987,4,predator+1987
40438,iron man,2008,4,iron+man+2008
115811,bedazzled,2000,2,bedazzled+2000
598,four bags full,1956,3,four+bags+full+1956
146273,one flew over the cuckoos nest,1975,4,one+flew+over+the+cuckoos+nest+1975
88002,the good guy,2009,3,the+good+guy+2009
54700,monty python and the holy grail,1975,5,monty+python+and+the+holy+grail+1975
63022,the lord of the rings the return of the king,2003,3,the+lord+of+the+rings+the+return+of+the+king+2003
70939,iron man,2008,5,iron+man+2008
49600,batman under the red hood,2010,3,batman+under+the+red+hood+2010
116549,contact high,2009,3,contact+high+2009
11870,one flew over the cuckoos nest,1975,4,one+flew+over+the+cuckoos+nest+1975
79640,one flew over the cuckoos nest,1975,4,one+flew+over+the+cuckoos+nest+1975
19176,one flew over the cuckoos nest,1975,4,one+flew+over+the+cuckoos+nest+1975
93705,star wars,1977,3,star+wars+1977
78037,heaven knows_ mr. allison,1957,4,heaven+knows_+mr.+allison+1957
102971,the dark knight,2008,3,the+dark+knight+2008
6119,star wars,1977,4,star+wars+1977
14514,mickey_ donald_ goofy the three musketeers,2004,4,mickey_+donald_+goofy+the+three+musketeers+2004
22633,coraline,2009,4,coraline+2009
14615,the lord of the rings the fellowship of the ring,2001,5,the+lord+of+the+rings+the+fellowship+of+the+ring+2001
17025,the bad seed,1956,3,the+bad+seed+1956
66059,spirited away,2001,4,spirited+away+2001
22708,big hero 6,2014,4,big+hero+6+2014
80056,prison break the final break,2009,4,prison+break+the+final+break+2009
82740,raiders of the lost ark,1981,4,raiders+of+the+lost+ark+1981
64640,guardians of the galaxy,2014,3,guardians+of+the+galaxy+2014
10086,interstellar,2014,5,interstellar+2014
50864,the peach thief,1964,3,the+peach+thief+1964
144689,jack the ripper,1988,3,jack+the+ripper+1988
120201,howls moving castle,2004,4,howls+moving+castle+2004
64846,the shawshank redemption,1994,5,the+shawshank+redemption+1994
40969,my neighbor totoro,1988,4,my+neighbor+totoro+1988
112505,howls moving castle,2004,4,howls+moving+castle+2004
32031,exposed,1983,3,exposed+1983
22701,the cat returns,2002,3,the+cat+returns+2002
36948,the strange world of planet x,1958,4,the+strange+world+of+planet+x+1958
114577,the lord of the rings the fellowship of the ring,2001,4,the+lord+of+the+rings+the+fellowship+of+the+ring+2001
9118,star wars,1977,4,star+wars+1977
121159,spirited away,2001,4,spirited+away+2001
114043,20_000 days on earth,2014,3,20_000+days+on+earth+2014
83094,eden,2012,4,eden+2012
116307,csnydj vu,2008,2,csnydj+vu+2008
130489,coraline,2009,5,coraline+2009
67334,whiplash,2014,3,whiplash+2014
98679,the shawshank redemption,1994,4,the+shawshank+redemption+1994
46846,whiplash,2014,5,whiplash+2014
13345,goodfellas,1990,4,goodfellas+1990
29612,one flew over the cuckoos nest,1975,5,one+flew+over+the+cuckoos+nest+1975
21363,raise your voice,2004,3,raise+your+voice+2004
50845,james and the giant peach,1996,5,james+and+the+giant+peach+1996
91250,black plague,2002,4,black+plague+2002
16964,the avengers,2012,4,the+avengers+2012
149968,henrys crime,2010,3,henrys+crime+2010
62620,the lord of the rings the two towers,2002,4,the+lord+of+the+rings+the+two+towers+2002
19144,the dark knight,2008,4,the+dark+knight+2008
1426,alien,1979,3,alien+1979
22071,toy story 3,2010,4,toy+story+3+2010
52898,gitmo,2005,4,gitmo+2005
137082,die hard,1988,4,die+hard+1988
141725,alien,1979,4,alien+1979
27303,duck_ you sucker,1971,4,duck_+you+sucker+1971
91933,space pirate captain harlock,2013,3,space+pirate+captain+harlock+2013
64722,the shawshank redemption,1994,5,the+shawshank+redemption+1994
11548,satan,2006,3,satan+2006
113850,crossing the bridge the sound of istanbul,2005,4,crossing+the+bridge+the+sound+of+istanbul+2005
68742,guardians of the galaxy,2014,4,guardians+of+the+galaxy+2014
66155,garden state,2004,5,garden+state+2004
61982,the wizard of oz,1939,4,the+wizard+of+oz+1939
20163,star wars,1977,4,star+wars+1977
9662,with fire and sword,1999,4,with+fire+and+sword+1999
14179,the machinist,2004,5,the+machinist+2004
65484,interstellar,2014,4,interstellar+2014
17366,whiplash,2014,4,whiplash+2014
11530,my neighbor totoro,1988,4,my+neighbor+totoro+1988
37378,star wars,1977,5,star+wars+1977
102961,inception,2010,4,inception+2010
139302,raiders of the lost ark,1981,4,raiders+of+the+lost+ark+1981
255,guardians of the galaxy,2014,3,guardians+of+the+galaxy+2014
43668,guardians of the galaxy,2014,4,guardians+of+the+galaxy+2014
8749,eden of the east movie i the king of eden,2009,3,eden+of+the+east+movie+i+the+king+of+eden+2009
69006,raiders of the lost ark,1981,5,raiders+of+the+lost+ark+1981
83685,repo men,2010,4,repo+men+2010
742,the dark knight,2008,5,the+dark+knight+2008
28287,the godfather,1972,4,the+godfather+1972
67045,saving private ryan,1998,4,saving+private+ryan+1998
127545,alien,1979,3,alien+1979
146060,coraline,2009,4,coraline+2009
81623,batman begins,2005,4,batman+begins+2005
2465,forbidden planet,1956,4,forbidden+planet+1956
5654,the fifth element,1997,3,the+fifth+element+1997
15943,star wars,1977,4,star+wars+1977
4829,my neighbor totoro,1988,5,my+neighbor+totoro+1988
5683,castle in the sky,1986,5,castle+in+the+sky+1986
105651,dolphin tale,2011,3,dolphin+tale+2011
17641,big hero 6,2014,4,big+hero+6+2014
72375,guardians of the galaxy,2014,4,guardians+of+the+galaxy+2014
7839,alien,1979,3,alien+1979
128878,monty python and the holy grail,1975,4,monty+python+and+the+holy+grail+1975
67269,star wars,1977,3,star+wars+1977
68160,the matrix,1999,5,the+matrix+1999
66020,interstellar,2014,4,interstellar+2014
114364,coraline,2009,5,coraline+2009
4135,iron man,2008,5,iron+man+2008
124865,tough enough,2006,3,tough+enough+2006
31978,star wars,1977,4,star+wars+1977
112486,big hero 6,2014,5,big+hero+6+2014
41454,daffy ducks quackbusters,1988,3,daffy+ducks+quackbusters+1988
47309,up,2009,4,up+2009
45320,monty python and the holy grail,1975,4,monty+python+and+the+holy+grail+1975
118669,being john malkovich,1999,5,being+john+malkovich+1999
55467,it follows,2015,4,it+follows+2015
72188,raiders of the lost ark,1981,4,raiders+of+the+lost+ark+1981
37405,the godfather,1972,4,the+godfather+1972
94486,captain blood,1935,4,captain+blood+1935
66201,princess mononoke,1997,4,princess+mononoke+1997
62424,howls moving castle,2004,2,howls+moving+castle+2004
3823,africa the serengeti,1994,5,africa+the+serengeti+1994
29291,the 36th chamber of shaolin,1978,3,the+36th+chamber+of+shaolin+1978
104588,inception,2010,4,inception+2010
78271,black legion,1937,3,black+legion+1937
59451,largent,1983,3,largent+1983
100028,the city below,2010,5,the+city+below+2010
88424,your highness,2011,2,your+highness+2011
66456,surplus terrorized into being consumers,2003,5,surplus+terrorized+into+being+consumers+2003
89721,star wars,1977,4,star+wars+1977
23011,howls moving castle,2004,3,howls+moving+castle+2004
32835,spirited away,2001,4,spirited+away+2001
79561,spirited away,2001,4,spirited+away+2001
20321,g.i. joe the movie,1987,4,g.i.+joe+the+movie+1987
72767,the godfather,1972,4,the+godfather+1972
35336,up,2009,4,up+2009
59990,they have escaped,2014,3,they+have+escaped+2014
66701,hercules and the circle of fire,1994,2,hercules+and+the+circle+of+fire+1994
119661,montana,1950,4,montana+1950
107510,one flew over the cuckoos nest,1975,5,one+flew+over+the+cuckoos+nest+1975
129417,jesse stone no remorse,2010,3,jesse+stone+no+remorse+2010
125635,raiders of the lost ark,1981,5,raiders+of+the+lost+ark+1981
84518,the godfather,1972,5,the+godfather+1972
33841,stray dog,1949,4,stray+dog+1949
51800,alien,1979,5,alien+1979
14572,halfaouine boy of the terraces,1990,3,halfaouine+boy+of+the+terraces+1990
75548,snow white and the seven dwarfs,1937,3,snow+white+and+the+seven+dwarfs+1937
7117,inception,2010,5,inception+2010
29982,hedwig and the angry inch,2001,4,hedwig+and+the+angry+inch+2001
91597,pirates of the caribbean the curse of the black pearl,2003,4,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003
5974,the life and death of colonel blimp,1943,3,the+life+and+death+of+colonel+blimp+1943
75058,the shawshank redemption,1994,5,the+shawshank+redemption+1994
86609,howls moving castle,2004,5,howls+moving+castle+2004
31090,star wars,1977,5,star+wars+1977
61107,inception,2010,5,inception+2010
96012,the hobbit the battle of the five armies,2014,3,the+hobbit+the+battle+of+the+five+armies+2014
115307,the godfather,1972,5,the+godfather+1972
49971,lost christmas,2011,4,lost+christmas+2011
103412,belle de jour,1967,3,belle+de+jour+1967
28570,harry potter and the goblet of fire,2005,3,harry+potter+and+the+goblet+of+fire+2005
62005,red firecracker_ green firecracker,1994,4,red+firecracker_+green+firecracker+1994
127193,sherlock holmes,2009,4,sherlock+holmes+2009
10704,my life in orange,2011,3,my+life+in+orange+2011
23254,a bay of blood,1971,3,a+bay+of+blood+1971
6263,the eye of the storm,2011,4,the+eye+of+the+storm+2011
116703,wild strawberries,1957,4,wild+strawberries+1957
138304,corrina_ corrina,1994,3,corrina_+corrina+1994
131699,the dark knight,2008,5,the+dark+knight+2008
60150,iron man,2008,4,iron+man+2008
36959,inside man,2006,5,inside+man+2006
113503,alfie,1966,4,alfie+1966
24367,for all mankind,1989,4,for+all+mankind+1989
12613,guardians of the galaxy,2014,4,guardians+of+the+galaxy+2014
130803,hotline,2014,4,hotline+2014
20930,stand and deliver,1988,4,stand+and+deliver+1988
138017,star wars,1977,5,star+wars+1977
140786,big hero 6,2014,4,big+hero+6+2014
54915,raiders of the lost ark,1981,5,raiders+of+the+lost+ark+1981
15707,raiders of the lost ark,1981,3,raiders+of+the+lost+ark+1981
66413,babe,1995,4,babe+1995
94743,big hero 6,2014,3,big+hero+6+2014
33802,guardians of the galaxy,2014,4,guardians+of+the+galaxy+2014
64173,mickey_ donald_ goofy the three musketeers,2004,4,mickey_+donald_+goofy+the+three+musketeers+2004
94642,the outlaw josey wales,1976,4,the+outlaw+josey+wales+1976
100884,interstellar,2014,4,interstellar+2014
53918,paisan,1946,4,paisan+1946
71959,big hero 6,2014,5,big+hero+6+2014
132250,the godfather,1972,4,the+godfather+1972
100619,despicable me 2,2013,4,despicable+me+2+2013
90124,the days between,2001,4,the+days+between+2001
18049,the dark knight,2008,5,the+dark+knight+2008
57021,the godfather,1972,4,the+godfather+1972
94770,nausica of the valley of the wind,1984,3,nausica+of+the+valley+of+the+wind+1984
68366,inception,2010,4,inception+2010
143852,bigger than the sky,2005,3,bigger+than+the+sky+2005
90003,spirited away,2001,4,spirited+away+2001
39822,creepshow,1982,4,creepshow+1982
57234,spirited away,2001,4,spirited+away+2001
68894,shrek 2,2004,4,shrek+2+2004
30034,spirited away,2001,4,spirited+away+2001
140221,american pie 2,2001,4,american+pie+2+2001
56240,big hero 6,2014,4,big+hero+6+2014
62011,territories,2010,3,territories+2010
66954,the lord of the rings the fellowship of the ring,2001,4,the+lord+of+the+rings+the+fellowship+of+the+ring+2001
48244,alien,1979,4,alien+1979
118847,alice in wonderland,1951,5,alice+in+wonderland+1951
122124,kingsman the secret service,2015,3,kingsman+the+secret+service+2015
63204,aladdin,1992,4,aladdin+1992
42176,dolls,2002,5,dolls+2002
95641,guardians of the galaxy,2014,5,guardians+of+the+galaxy+2014
94535,north by northwest,1959,5,north+by+northwest+1959
90816,one flew over the cuckoos nest,1975,3,one+flew+over+the+cuckoos+nest+1975
5752,one flew over the cuckoos nest,1975,4,one+flew+over+the+cuckoos+nest+1975
14469,alaskaland,2013,3,alaskaland+2013
115610,iron man,2008,5,iron+man+2008
131442,ong-bak the thai warrior,2003,4,ong-bak+the+thai+warrior+2003
86936,my neighbor totoro,1988,4,my+neighbor+totoro+1988
12885,star wars,1977,5,star+wars+1977
7395,star wars,1977,4,star+wars+1977
83751,dawn of the planet of the apes,2014,4,dawn+of+the+planet+of+the+apes+2014
59192,my neighbor totoro,1988,4,my+neighbor+totoro+1988
10896,luster,2010,4,luster+2010
146452,kikis delivery service,1989,2,kikis+delivery+service+1989
100223,sarah_ plain and tall,1991,3,sarah_+plain+and+tall+1991
129879,big hero 6,2014,5,big+hero+6+2014
113260,die hard,1988,4,die+hard+1988
132809,coraline,2009,4,coraline+2009
65536,raiders of the lost ark,1981,5,raiders+of+the+lost+ark+1981
40311,spirit stallion of the cimarron,2002,3,spirit+stallion+of+the+cimarron+2002
7922,grease,1978,4,grease+1978
25758,guardians of the galaxy,2014,5,guardians+of+the+galaxy+2014
81008,howls moving castle,2004,3,howls+moving+castle+2004
113086,monty python and the holy grail,1975,4,monty+python+and+the+holy+grail+1975
82392,raiders of the lost ark,1981,4,raiders+of+the+lost+ark+1981
39237,i remember,2005,3,i+remember+2005
133504,whiplash,2014,5,whiplash+2014
67385,tae guk gi the brotherhood of war,2004,3,tae+guk+gi+the+brotherhood+of+war+2004
131799,spirited away,2001,5,spirited+away+2001
50303,excision,2012,3,excision+2012
123106,smell of camphor_ fragrance of jasmine,2000,3,smell+of+camphor_+fragrance+of+jasmine+2000
12398,whiplash,2014,4,whiplash+2014
75900,the shawshank redemption,1994,5,the+shawshank+redemption+1994
24932,guardians of the galaxy,2014,4,guardians+of+the+galaxy+2014
23195,one flew over the cuckoos nest,1975,5,one+flew+over+the+cuckoos+nest+1975
78583,whisper of the heart,1995,3,whisper+of+the+heart+1995
107735,star wars,1977,4,star+wars+1977
139104,the sorcerers apprentice,2010,4,the+sorcerers+apprentice+2010
30956,the dark knight,2008,5,the+dark+knight+2008
42,interstellar,2014,4,interstellar+2014
1345,raiders of the lost ark,1981,4,raiders+of+the+lost+ark+1981
24943,the shawshank redemption,1994,5,the+shawshank+redemption+1994
7507,the flim-flam man,1967,3,the+flim-flam+man+1967
69462,up,2009,4,up+2009
55111,american graffiti,1973,5,american+graffiti+1973
132847,cah,2008,4,cah+2008
51255,harry potter and the chamber of secrets,2002,4,harry+potter+and+the+chamber+of+secrets+2002
40120,top gun,1986,5,top+gun+1986
120175,the lord of the rings the fellowship of the ring,2001,3,the+lord+of+the+rings+the+fellowship+of+the+ring+2001
44768,iron man,2008,3,iron+man+2008
52786,an evening with kevin smith,2002,3,an+evening+with+kevin+smith+2002
958,shrek forever after,2010,3,shrek+forever+after+2010
86080,doctor zhivago,1965,4,doctor+zhivago+1965
102986,nine queens,2000,4,nine+queens+2000
102489,gone girl,2014,4,gone+girl+2014
8470,what if,2013,3,what+if+2013
74530,howls moving castle,2004,4,howls+moving+castle+2004
103250,the gay divorcee,1934,4,the+gay+divorcee+1934
107926,juan of the dead,2011,3,juan+of+the+dead+2011
14291,total recall,1990,4,total+recall+1990
121206,the return of frank james,1940,4,the+return+of+frank+james+1940
77826,the lord of the rings the fellowship of the ring,2001,4,the+lord+of+the+rings+the+fellowship+of+the+ring+2001
27178,interstellar,2014,4,interstellar+2014
19573,every little step,2009,4,every+little+step+2009
107933,spirited away,2001,4,spirited+away+2001
138845,inception,2010,5,inception+2010
54078,the lord of the rings the fellowship of the ring,2001,5,the+lord+of+the+rings+the+fellowship+of+the+ring+2001
43632,star wars,1977,5,star+wars+1977
54188,whiplash,2014,4,whiplash+2014
37383,spirited away,2001,5,spirited+away+2001
36228,20_000 days on earth,2014,3,20_000+days+on+earth+2014
89311,the mummy,1999,3,the+mummy+1999
71635,monty python and the holy grail,1975,5,monty+python+and+the+holy+grail+1975
86873,one flew over the cuckoos nest,1975,4,one+flew+over+the+cuckoos+nest+1975
9307,the dark knight,2008,5,the+dark+knight+2008
128252,star wars,1977,5,star+wars+1977
109471,my neighbor totoro,1988,4,my+neighbor+totoro+1988
92589,the dark knight,2008,3,the+dark+knight+2008
36339,hot tub time machine,2010,3,hot+tub+time+machine+2010
117225,my neighbor totoro,1988,5,my+neighbor+totoro+1988
11413,up,2009,3,up+2009
41031,bambi,1942,2,bambi+1942
82788,interstellar,2014,4,interstellar+2014
123252,big hero 6,2014,4,big+hero+6+2014
52199,spirited away,2001,5,spirited+away+2001
70743,whiplash,2014,5,whiplash+2014
149836,one flew over the cuckoos nest,1975,4,one+flew+over+the+cuckoos+nest+1975
88486,coraline,2009,5,coraline+2009
132673,alien,1979,3,alien+1979
17619,fight club,1999,5,fight+club+1999
34081,howls moving castle,2004,5,howls+moving+castle+2004
25157,monty python and the holy grail,1975,4,monty+python+and+the+holy+grail+1975
56113,and the ship sails on,1983,3,and+the+ship+sails+on+1983
25871,pirates of the caribbean the curse of the black pearl,2003,4,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003
20736,monsters_ inc.,2001,4,monsters_+inc.+2001
106152,up,2009,3,up+2009
126930,human lanterns,1982,2,human+lanterns+1982
85209,guardians of the galaxy,2014,4,guardians+of+the+galaxy+2014
3235,up,2009,4,up+2009
34235,se7en,1995,4,se7en+1995
49456,chicken little,2005,1,chicken+little+2005
25790,kikis delivery service,1989,4,kikis+delivery+service+1989
128246,the shawshank redemption,1994,5,the+shawshank+redemption+1994
85968,never take sweets from a stranger,1960,4,never+take+sweets+from+a+stranger+1960
61118,seance on a wet afternoon,1964,2,seance+on+a+wet+afternoon+1964
97359,alien,1979,4,alien+1979
124286,inception,2010,3,inception+2010
60915,spirited away,2001,5,spirited+away+2001
68998,big hero 6,2014,4,big+hero+6+2014
16372,one flew over the cuckoos nest,1975,4,one+flew+over+the+cuckoos+nest+1975
112405,spirited away,2001,4,spirited+away+2001
6754,girl shy,1924,4,girl+shy+1924
37929,monty python and the holy grail,1975,4,monty+python+and+the+holy+grail+1975
16493,interstellar,2014,4,interstellar+2014
54119,interstellar,2014,4,interstellar+2014
39015,the shawshank redemption,1994,3,the+shawshank+redemption+1994
69405,my neighbor totoro,1988,4,my+neighbor+totoro+1988
101549,love letter,1995,3,love+letter+1995
38125,alien,1979,5,alien+1979
102741,crossfire,1947,4,crossfire+1947
59194,the dark knight,2008,5,the+dark+knight+2008
52442,my ain folk,1973,3,my+ain+folk+1973
124986,sigur rs heima,2007,4,sigur+rs+heima+2007
66202,whiplash,2014,5,whiplash+2014
38463,bad boy,1949,3,bad+boy+1949
6714,one flew over the cuckoos nest,1975,4,one+flew+over+the+cuckoos+nest+1975
71467,the shawshank redemption,1994,5,the+shawshank+redemption+1994
18070,the music box,1932,5,the+music+box+1932
51317,pirates of the caribbean on stranger tides,2011,3,pirates+of+the+caribbean+on+stranger+tides+2011
147782,when father was away on business,1985,4,when+father+was+away+on+business+1985
32010,monty python and the holy grail,1975,5,monty+python+and+the+holy+grail+1975
62080,guardians of the galaxy,2014,4,guardians+of+the+galaxy+2014
113985,edge of darkness,2010,4,edge+of+darkness+2010
108291,up,2009,4,up+2009
82318,conviction,2010,4,conviction+2010
114145,interstellar,2014,5,interstellar+2014
220,the godfather,1972,5,the+godfather+1972
147142,jennifer eight,1992,4,jennifer+eight+1992
97163,spirited away,2001,5,spirited+away+2001
80331,the muppets,2011,5,the+muppets+2011
103248,star wars,1977,4,star+wars+1977
144504,shrek,2001,3,shrek+2001
37748,with great power the stan lee story,2010,4,with+great+power+the+stan+lee+story+2010
103763,guardians of the galaxy,2014,4,guardians+of+the+galaxy+2014
121080,the hunger games mockingjay - part 1,2014,4,the+hunger+games+mockingjay+-+part+1+2014
456,inception,2010,4,inception+2010
33877,inception,2010,5,inception+2010
125671,big hero 6,2014,5,big+hero+6+2014
62160,the terminator,1984,4,the+terminator+1984
122391,the godfather,1972,5,the+godfather+1972
55318,monty python and the holy grail,1975,4,monty+python+and+the+holy+grail+1975
72628,the double hour,2009,4,the+double+hour+2009
122308,alien,1979,4,alien+1979
121089,one flew over the cuckoos nest,1975,3,one+flew+over+the+cuckoos+nest+1975
50024,nostalgia,1983,4,nostalgia+1983
98686,letters from iwo jima,2006,5,letters+from+iwo+jima+2006
6480,guardians of the galaxy,2014,4,guardians+of+the+galaxy+2014
130619,dream,2008,4,dream+2008
92064,monty python and the holy grail,1975,4,monty+python+and+the+holy+grail+1975
14245,the lord of the rings the fellowship of the ring,2001,5,the+lord+of+the+rings+the+fellowship+of+the+ring+2001
5534,the lord of the rings the fellowship of the ring,2001,5,the+lord+of+the+rings+the+fellowship+of+the+ring+2001
20479,alien,1979,5,alien+1979
53953,come back_ little sheba,1952,4,come+back_+little+sheba+1952
130283,walle,2008,4,walle+2008
80588,sabotage,1936,4,sabotage+1936
99696,my neighbor totoro,1988,4,my+neighbor+totoro+1988
60825,monty python - almost the truth the lawyers cut,2009,4,monty+python+-+almost+the+truth+the+lawyers+cut+2009
58294,guardians of the galaxy,2014,4,guardians+of+the+galaxy+2014
109424,scarface,1983,4,scarface+1983
126656,terminator 2 judgment day,1991,4,terminator+2+judgment+day+1991
131319,daft punks electroma,2006,4,daft+punks+electroma+2006
26098,up,2009,4,up+2009
20888,frankenstein,1931,5,frankenstein+1931
145056,the dark knight,2008,4,the+dark+knight+2008
6721,fantomas,1964,3,fantomas+1964
52213,alice in wonderland,1951,3,alice+in+wonderland+1951
28433,veronica mars,2014,3,veronica+mars+2014
50481,evil dead ii,1987,4,evil+dead+ii+1987
66484,star wars,1977,4,star+wars+1977
137040,big hero 6,2014,5,big+hero+6+2014
75150,gladiator,2000,3,gladiator+2000
60426,monterey pop,1968,4,monterey+pop+1968
48841,my neighbor totoro,1988,4,my+neighbor+totoro+1988
143636,monty python and the holy grail,1975,5,monty+python+and+the+holy+grail+1975
20049,seven samurai,1954,4,seven+samurai+1954
132266,chicken run,2000,4,chicken+run+2000
34546,nausica of the valley of the wind,1984,4,nausica+of+the+valley+of+the+wind+1984
30561,shotgun stories,2007,4,shotgun+stories+2007
93499,monty python and the holy grail,1975,4,monty+python+and+the+holy+grail+1975
92129,iron man,2008,5,iron+man+2008
15101,howls moving castle,2004,4,howls+moving+castle+2004
67924,big hero 6,2014,4,big+hero+6+2014
107254,shed no tears,2013,3,shed+no+tears+2013
14740,the dark knight,2008,4,the+dark+knight+2008
95409,up,2009,4,up+2009
35827,repo man,1984,4,repo+man+1984
106884,guardians of the galaxy,2014,3,guardians+of+the+galaxy+2014
27243,inception,2010,5,inception+2010
149893,pastoral symphony,1946,3,pastoral+symphony+1946
12757,iron man,2008,5,iron+man+2008
36527,dry summer,1963,3,dry+summer+1963
89397,up,2009,4,up+2009
6821,full metal jacket,1987,4,full+metal+jacket+1987
86680,have dreams_ will travel,2007,3,have+dreams_+will+travel+2007
3403,howls moving castle,2004,4,howls+moving+castle+2004
78540,the godfather,1972,5,the+godfather+1972
78384,after hours,1985,4,after+hours+1985
50924,whiplash,2014,4,whiplash+2014
63613,big hero 6,2014,4,big+hero+6+2014
67420,an invisible sign,2010,2,an+invisible+sign+2010
81770,oceans eleven,2001,3,oceans+eleven+2001
51032,ballet shoes,2008,4,ballet+shoes+2008
27329,one flew over the cuckoos nest,1975,4,one+flew+over+the+cuckoos+nest+1975
148101,inception,2010,4,inception+2010
7400,one flew over the cuckoos nest,1975,4,one+flew+over+the+cuckoos+nest+1975
